instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
11108610,43393,NIFTY24N2124150PE,NIFTY,0.0,2024-11-21,24150.0,0.05,25,PE,NFO-OPT,NFO
11101186,43364,NIFTY24N2124100CE,NIFTY,0.0,2024-11-21,24100.0,0.05,25,CE,NFO-OPT,NFO
11105538,43381,NIFTY24N2124100PE,NIFTY,0.0,2024-11-21,24100.0,0.05,25,PE,NFO-OPT,NFO
11108866,43394,NIFTY24N2124200CE,NIFTY,0.0,2024-11-21,24200.0,0.05,25,CE,NFO-OPT,NFO
11109122,43395,NIFTY24N2124200PE,NIFTY,0.0,2024-11-21,24200.0,0.05,25,PE,NFO-OPT,NFO
11100674,43362,NIFTY24N2124050CE,NIFTY,0.0,2024-11-21,24050.0,0.05,25,CE,NFO-OPT,NFO
11100930,43363,NIFTY24N2124050PE,NIFTY,0.0,2024-11-21,24050.0,0.05,25,PE,NFO-OPT,NFO
11109890,43398,NIFTY24N2124250CE,NIFTY,0.0,2024-11-21,24250.0,0.05,25,CE,NFO-OPT,NFO
11112450,43408,NIFTY24N2124250PE,NIFTY,0.0,2024-11-21,24250.0,0.05,25,PE,NFO-OPT,NFO
11098370,43353,NIFTY24N2124000CE,NIFTY,0.0,2024-11-21,24000.0,0.05,25,CE,NFO-OPT,NFO
11100418,43361,NIFTY24N2124000PE,NIFTY,0.0,2024-11-21,24000.0,0.05,25,PE,NFO-OPT,NFO
11112706,43409,NIFTY24N2124300CE,NIFTY,0.0,2024-11-21,24300.0,0.05,25,CE,NFO-OPT,NFO
11112962,43410,NIFTY24N2124300PE,NIFTY,0.0,2024-11-21,24300.0,0.05,25,PE,NFO-OPT,NFO
11097602,43350,NIFTY24N2123950CE,NIFTY,0.0,2024-11-21,23950.0,0.05,25,CE,NFO-OPT,NFO
11098114,43352,NIFTY24N2123950PE,NIFTY,0.0,2024-11-21,23950.0,0.05,25,PE,NFO-OPT,NFO
11113218,43411,NIFTY24N2124350CE,NIFTY,0.0,2024-11-21,24350.0,0.05,25,CE,NFO-OPT,NFO
11113730,43413,NIFTY24N2124350PE,NIFTY,0.0,2024-11-21,24350.0,0.05,25,PE,NFO-OPT,NFO
11096578,43346,NIFTY24N2123900CE,NIFTY,0.0,2024-11-21,23900.0,0.05,25,CE,NFO-OPT,NFO
11096834,43347,NIFTY24N2123900PE,NIFTY,0.0,2024-11-21,23900.0,0.05,25,PE,NFO-OPT,NFO
11113986,43414,NIFTY24N2124400CE,NIFTY,0.0,2024-11-21,24400.0,0.05,25,CE,NFO-OPT,NFO
11114498,43416,NIFTY24N2124400PE,NIFTY,0.0,2024-11-21,24400.0,0.05,25,PE,NFO-OPT,NFO
11093506,43334,NIFTY24N2123850CE,NIFTY,0.0,2024-11-21,23850.0,0.05,25,CE,NFO-OPT,NFO
11096322,43345,NIFTY24N2123850PE,NIFTY,0.0,2024-11-21,23850.0,0.05,25,PE,NFO-OPT,NFO
11115778,43421,NIFTY24N2124450CE,NIFTY,0.0,2024-11-21,24450.0,0.05,25,CE,NFO-OPT,NFO
11116034,43422,NIFTY24N2124450PE,NIFTY,0.0,2024-11-21,24450.0,0.05,25,PE,NFO-OPT,NFO
11092994,43332,NIFTY24N2123800CE,NIFTY,0.0,2024-11-21,23800.0,0.05,25,CE,NFO-OPT,NFO
11093250,43333,NIFTY24N2123800PE,NIFTY,0.0,2024-11-21,23800.0,0.05,25,PE,NFO-OPT,NFO
11116290,43423,NIFTY24N2124500CE,NIFTY,0.0,2024-11-21,24500.0,0.05,25,CE,NFO-OPT,NFO
11116546,43424,NIFTY24N2124500PE,NIFTY,0.0,2024-11-21,24500.0,0.05,25,PE,NFO-OPT,NFO
11118082,43430,NIFTY24N2124550PE,NIFTY,0.0,2024-11-21,24550.0,0.05,25,PE,NFO-OPT,NFO
11214850,43808,NIFTY24N2126600CE,NIFTY,0.0,2024-11-21,26600.0,0.05,25,CE,NFO-OPT,NFO
11215106,43809,NIFTY24N2126600PE,NIFTY,0.0,2024-11-21,26600.0,0.05,25,PE,NFO-OPT,NFO
11214338,43806,NIFTY24N2126550CE,NIFTY,0.0,2024-11-21,26550.0,0.05,25,CE,NFO-OPT,NFO
11214594,43807,NIFTY24N2126550PE,NIFTY,0.0,2024-11-21,26550.0,0.05,25,PE,NFO-OPT,NFO
11213314,43802,NIFTY24N2126500CE,NIFTY,0.0,2024-11-21,26500.0,0.05,25,CE,NFO-OPT,NFO
11213570,43803,NIFTY24N2126500PE,NIFTY,0.0,2024-11-21,26500.0,0.05,25,PE,NFO-OPT,NFO
11212802,43800,NIFTY24N2126450CE,NIFTY,0.0,2024-11-21,26450.0,0.05,25,CE,NFO-OPT,NFO
11213058,43801,NIFTY24N2126450PE,NIFTY,0.0,2024-11-21,26450.0,0.05,25,PE,NFO-OPT,NFO
11211778,43796,NIFTY24N2126400CE,NIFTY,0.0,2024-11-21,26400.0,0.05,25,CE,NFO-OPT,NFO
11212546,43799,NIFTY24N2126400PE,NIFTY,0.0,2024-11-21,26400.0,0.05,25,PE,NFO-OPT,NFO
11209730,43788,NIFTY24N2126350CE,NIFTY,0.0,2024-11-21,26350.0,0.05,25,CE,NFO-OPT,NFO
11209986,43789,NIFTY24N2126350PE,NIFTY,0.0,2024-11-21,26350.0,0.05,25,PE,NFO-OPT,NFO
11208962,43785,NIFTY24N2126300CE,NIFTY,0.0,2024-11-21,26300.0,0.05,25,CE,NFO-OPT,NFO
11209218,43786,NIFTY24N2126300PE,NIFTY,0.0,2024-11-21,26300.0,0.05,25,PE,NFO-OPT,NFO
11207682,43780,NIFTY24N2126250CE,NIFTY,0.0,2024-11-21,26250.0,0.05,25,CE,NFO-OPT,NFO
11208194,43782,NIFTY24N2126250PE,NIFTY,0.0,2024-11-21,26250.0,0.05,25,PE,NFO-OPT,NFO
11206658,43776,NIFTY24N2126200CE,NIFTY,0.0,2024-11-21,26200.0,0.05,25,CE,NFO-OPT,NFO
11207426,43779,NIFTY24N2126200PE,NIFTY,0.0,2024-11-21,26200.0,0.05,25,PE,NFO-OPT,NFO
11206146,43774,NIFTY24N2126150CE,NIFTY,0.0,2024-11-21,26150.0,0.05,25,CE,NFO-OPT,NFO
11206402,43775,NIFTY24N2126150PE,NIFTY,0.0,2024-11-21,26150.0,0.05,25,PE,NFO-OPT,NFO
11204354,43767,NIFTY24N2126100CE,NIFTY,0.0,2024-11-21,26100.0,0.05,25,CE,NFO-OPT,NFO
11205634,43772,NIFTY24N2126100PE,NIFTY,0.0,2024-11-21,26100.0,0.05,25,PE,NFO-OPT,NFO
11198722,43745,NIFTY24N2126050CE,NIFTY,0.0,2024-11-21,26050.0,0.05,25,CE,NFO-OPT,NFO
11204098,43766,NIFTY24N2126050PE,NIFTY,0.0,2024-11-21,26050.0,0.05,25,PE,NFO-OPT,NFO
11191298,43716,NIFTY24N2126000CE,NIFTY,0.0,2024-11-21,26000.0,0.05,25,CE,NFO-OPT,NFO
11197698,43741,NIFTY24N2126000PE,NIFTY,0.0,2024-11-21,26000.0,0.05,25,PE,NFO-OPT,NFO
11190274,43712,NIFTY24N2125950CE,NIFTY,0.0,2024-11-21,25950.0,0.05,25,CE,NFO-OPT,NFO
11190530,43713,NIFTY24N2125950PE,NIFTY,0.0,2024-11-21,25950.0,0.05,25,PE,NFO-OPT,NFO
11189250,43708,NIFTY24N2125900CE,NIFTY,0.0,2024-11-21,25900.0,0.05,25,CE,NFO-OPT,NFO
11189506,43709,NIFTY24N2125900PE,NIFTY,0.0,2024-11-21,25900.0,0.05,25,PE,NFO-OPT,NFO
11188738,43706,NIFTY24N2125850CE,NIFTY,0.0,2024-11-21,25850.0,0.05,25,CE,NFO-OPT,NFO
11188994,43707,NIFTY24N2125850PE,NIFTY,0.0,2024-11-21,25850.0,0.05,25,PE,NFO-OPT,NFO
11188226,43704,NIFTY24N2125800CE,NIFTY,0.0,2024-11-21,25800.0,0.05,25,CE,NFO-OPT,NFO
11188482,43705,NIFTY24N2125800PE,NIFTY,0.0,2024-11-21,25800.0,0.05,25,PE,NFO-OPT,NFO
11187714,43702,NIFTY24N2125750CE,NIFTY,0.0,2024-11-21,25750.0,0.05,25,CE,NFO-OPT,NFO
11187970,43703,NIFTY24N2125750PE,NIFTY,0.0,2024-11-21,25750.0,0.05,25,PE,NFO-OPT,NFO
11186690,43698,NIFTY24N2125700CE,NIFTY,0.0,2024-11-21,25700.0,0.05,25,CE,NFO-OPT,NFO
11187458,43701,NIFTY24N2125700PE,NIFTY,0.0,2024-11-21,25700.0,0.05,25,PE,NFO-OPT,NFO
11183618,43686,NIFTY24N2125650CE,NIFTY,0.0,2024-11-21,25650.0,0.05,25,CE,NFO-OPT,NFO
11186434,43697,NIFTY24N2125650PE,NIFTY,0.0,2024-11-21,25650.0,0.05,25,PE,NFO-OPT,NFO
11181570,43678,NIFTY24N2125600CE,NIFTY,0.0,2024-11-21,25600.0,0.05,25,CE,NFO-OPT,NFO
11183362,43685,NIFTY24N2125600PE,NIFTY,0.0,2024-11-21,25600.0,0.05,25,PE,NFO-OPT,NFO
11180034,43672,NIFTY24N2125550CE,NIFTY,0.0,2024-11-21,25550.0,0.05,25,CE,NFO-OPT,NFO
11180290,43673,NIFTY24N2125550PE,NIFTY,0.0,2024-11-21,25550.0,0.05,25,PE,NFO-OPT,NFO
11179266,43669,NIFTY24N2125500CE,NIFTY,0.0,2024-11-21,25500.0,0.05,25,CE,NFO-OPT,NFO
11179522,43670,NIFTY24N2125500PE,NIFTY,0.0,2024-11-21,25500.0,0.05,25,PE,NFO-OPT,NFO
11177986,43664,NIFTY24N2125450CE,NIFTY,0.0,2024-11-21,25450.0,0.05,25,CE,NFO-OPT,NFO
11179010,43668,NIFTY24N2125450PE,NIFTY,0.0,2024-11-21,25450.0,0.05,25,PE,NFO-OPT,NFO
11176962,43660,NIFTY24N2125400CE,NIFTY,0.0,2024-11-21,25400.0,0.05,25,CE,NFO-OPT,NFO
11177474,43662,NIFTY24N2125400PE,NIFTY,0.0,2024-11-21,25400.0,0.05,25,PE,NFO-OPT,NFO
11170818,43636,NIFTY24N2125350CE,NIFTY,0.0,2024-11-21,25350.0,0.05,25,CE,NFO-OPT,NFO
11176706,43659,NIFTY24N2125350PE,NIFTY,0.0,2024-11-21,25350.0,0.05,25,PE,NFO-OPT,NFO
11169794,43632,NIFTY24N2125300CE,NIFTY,0.0,2024-11-21,25300.0,0.05,25,CE,NFO-OPT,NFO
11170306,43634,NIFTY24N2125300PE,NIFTY,0.0,2024-11-21,25300.0,0.05,25,PE,NFO-OPT,NFO
11168002,43625,NIFTY24N2125250CE,NIFTY,0.0,2024-11-21,25250.0,0.05,25,CE,NFO-OPT,NFO
11169538,43631,NIFTY24N2125250PE,NIFTY,0.0,2024-11-21,25250.0,0.05,25,PE,NFO-OPT,NFO
11166978,43621,NIFTY24N2125200CE,NIFTY,0.0,2024-11-21,25200.0,0.05,25,CE,NFO-OPT,NFO
11167746,43624,NIFTY24N2125200PE,NIFTY,0.0,2024-11-21,25200.0,0.05,25,PE,NFO-OPT,NFO
11166466,43619,NIFTY24N2125150CE,NIFTY,0.0,2024-11-21,25150.0,0.05,25,CE,NFO-OPT,NFO
11166722,43620,NIFTY24N2125150PE,NIFTY,0.0,2024-11-21,25150.0,0.05,25,PE,NFO-OPT,NFO
11165954,43617,NIFTY24N2125100CE,NIFTY,0.0,2024-11-21,25100.0,0.05,25,CE,NFO-OPT,NFO
11166210,43618,NIFTY24N2125100PE,NIFTY,0.0,2024-11-21,25100.0,0.05,25,PE,NFO-OPT,NFO
11165186,43614,NIFTY24N2125050CE,NIFTY,0.0,2024-11-21,25050.0,0.05,25,CE,NFO-OPT,NFO
11165698,43616,NIFTY24N2125050PE,NIFTY,0.0,2024-11-21,25050.0,0.05,25,PE,NFO-OPT,NFO
11157762,43585,NIFTY24N2125000CE,NIFTY,0.0,2024-11-21,25000.0,0.05,25,CE,NFO-OPT,NFO
11164930,43613,NIFTY24N2125000PE,NIFTY,0.0,2024-11-21,25000.0,0.05,25,PE,NFO-OPT,NFO
11154434,43572,NIFTY24N2124950CE,NIFTY,0.0,2024-11-21,24950.0,0.05,25,CE,NFO-OPT,NFO
11154690,43573,NIFTY24N2124950PE,NIFTY,0.0,2024-11-21,24950.0,0.05,25,PE,NFO-OPT,NFO
11153922,43570,NIFTY24N2124900CE,NIFTY,0.0,2024-11-21,24900.0,0.05,25,CE,NFO-OPT,NFO
11154178,43571,NIFTY24N2124900PE,NIFTY,0.0,2024-11-21,24900.0,0.05,25,PE,NFO-OPT,NFO
11130882,43480,NIFTY24N2124850CE,NIFTY,0.0,2024-11-21,24850.0,0.05,25,CE,NFO-OPT,NFO
11153666,43569,NIFTY24N2124850PE,NIFTY,0.0,2024-11-21,24850.0,0.05,25,PE,NFO-OPT,NFO
11121410,43443,NIFTY24N2124800CE,NIFTY,0.0,2024-11-21,24800.0,0.05,25,CE,NFO-OPT,NFO
11121666,43444,NIFTY24N2124800PE,NIFTY,0.0,2024-11-21,24800.0,0.05,25,PE,NFO-OPT,NFO
11120386,43439,NIFTY24N2124750CE,NIFTY,0.0,2024-11-21,24750.0,0.05,25,CE,NFO-OPT,NFO
11120642,43440,NIFTY24N2124750PE,NIFTY,0.0,2024-11-21,24750.0,0.05,25,PE,NFO-OPT,NFO
11119362,43435,NIFTY24N2124700CE,NIFTY,0.0,2024-11-21,24700.0,0.05,25,CE,NFO-OPT,NFO
11119618,43436,NIFTY24N2124700PE,NIFTY,0.0,2024-11-21,24700.0,0.05,25,PE,NFO-OPT,NFO
11118850,43433,NIFTY24N2124650CE,NIFTY,0.0,2024-11-21,24650.0,0.05,25,CE,NFO-OPT,NFO
11119106,43434,NIFTY24N2124650PE,NIFTY,0.0,2024-11-21,24650.0,0.05,25,PE,NFO-OPT,NFO
11118338,43431,NIFTY24N2124600CE,NIFTY,0.0,2024-11-21,24600.0,0.05,25,CE,NFO-OPT,NFO
11118594,43432,NIFTY24N2124600PE,NIFTY,0.0,2024-11-21,24600.0,0.05,25,PE,NFO-OPT,NFO
11117826,43429,NIFTY24N2124550CE,NIFTY,0.0,2024-11-21,24550.0,0.05,25,CE,NFO-OPT,NFO
11090690,43323,NIFTY24N2123750CE,NIFTY,0.0,2024-11-21,23750.0,0.05,25,CE,NFO-OPT,NFO
11092738,43331,NIFTY24N2123750PE,NIFTY,0.0,2024-11-21,23750.0,0.05,25,PE,NFO-OPT,NFO
11090178,43321,NIFTY24N2123700CE,NIFTY,0.0,2024-11-21,23700.0,0.05,25,CE,NFO-OPT,NFO
11090434,43322,NIFTY24N2123700PE,NIFTY,0.0,2024-11-21,23700.0,0.05,25,PE,NFO-OPT,NFO
11089666,43319,NIFTY24N2123650CE,NIFTY,0.0,2024-11-21,23650.0,0.05,25,CE,NFO-OPT,NFO
11089922,43320,NIFTY24N2123650PE,NIFTY,0.0,2024-11-21,23650.0,0.05,25,PE,NFO-OPT,NFO
11089154,43317,NIFTY24N2123600CE,NIFTY,0.0,2024-11-21,23600.0,0.05,25,CE,NFO-OPT,NFO
11089410,43318,NIFTY24N2123600PE,NIFTY,0.0,2024-11-21,23600.0,0.05,25,PE,NFO-OPT,NFO
11088642,43315,NIFTY24N2123550CE,NIFTY,0.0,2024-11-21,23550.0,0.05,25,CE,NFO-OPT,NFO
11088898,43316,NIFTY24N2123550PE,NIFTY,0.0,2024-11-21,23550.0,0.05,25,PE,NFO-OPT,NFO
11087106,43309,NIFTY24N2123500CE,NIFTY,0.0,2024-11-21,23500.0,0.05,25,CE,NFO-OPT,NFO
11088386,43314,NIFTY24N2123500PE,NIFTY,0.0,2024-11-21,23500.0,0.05,25,PE,NFO-OPT,NFO
11084802,43300,NIFTY24N2123450CE,NIFTY,0.0,2024-11-21,23450.0,0.05,25,CE,NFO-OPT,NFO
11086850,43308,NIFTY24N2123450PE,NIFTY,0.0,2024-11-21,23450.0,0.05,25,PE,NFO-OPT,NFO
11082754,43292,NIFTY24N2123400CE,NIFTY,0.0,2024-11-21,23400.0,0.05,25,CE,NFO-OPT,NFO
11084546,43299,NIFTY24N2123400PE,NIFTY,0.0,2024-11-21,23400.0,0.05,25,PE,NFO-OPT,NFO
11082242,43290,NIFTY24N2123350CE,NIFTY,0.0,2024-11-21,23350.0,0.05,25,CE,NFO-OPT,NFO
11082498,43291,NIFTY24N2123350PE,NIFTY,0.0,2024-11-21,23350.0,0.05,25,PE,NFO-OPT,NFO
11080962,43285,NIFTY24N2123300CE,NIFTY,0.0,2024-11-21,23300.0,0.05,25,CE,NFO-OPT,NFO
11081986,43289,NIFTY24N2123300PE,NIFTY,0.0,2024-11-21,23300.0,0.05,25,PE,NFO-OPT,NFO
11079938,43281,NIFTY24N2123250CE,NIFTY,0.0,2024-11-21,23250.0,0.05,25,CE,NFO-OPT,NFO
11080706,43284,NIFTY24N2123250PE,NIFTY,0.0,2024-11-21,23250.0,0.05,25,PE,NFO-OPT,NFO
10914306,42634,NIFTY24N2123200CE,NIFTY,0.0,2024-11-21,23200.0,0.05,25,CE,NFO-OPT,NFO
11079682,43280,NIFTY24N2123200PE,NIFTY,0.0,2024-11-21,23200.0,0.05,25,PE,NFO-OPT,NFO
10825474,42287,NIFTY24N2123150CE,NIFTY,0.0,2024-11-21,23150.0,0.05,25,CE,NFO-OPT,NFO
10914050,42633,NIFTY24N2123150PE,NIFTY,0.0,2024-11-21,23150.0,0.05,25,PE,NFO-OPT,NFO
10824962,42285,NIFTY24N2123100CE,NIFTY,0.0,2024-11-21,23100.0,0.05,25,CE,NFO-OPT,NFO
10825218,42286,NIFTY24N2123100PE,NIFTY,0.0,2024-11-21,23100.0,0.05,25,PE,NFO-OPT,NFO
10743042,41965,NIFTY24N2123050CE,NIFTY,0.0,2024-11-21,23050.0,0.05,25,CE,NFO-OPT,NFO
10743298,41966,NIFTY24N2123050PE,NIFTY,0.0,2024-11-21,23050.0,0.05,25,PE,NFO-OPT,NFO
10711554,41842,NIFTY24N2123000CE,NIFTY,0.0,2024-11-21,23000.0,0.05,25,CE,NFO-OPT,NFO
10715138,41856,NIFTY24N2123000PE,NIFTY,0.0,2024-11-21,23000.0,0.05,25,PE,NFO-OPT,NFO
10708226,41829,NIFTY24N2122950CE,NIFTY,0.0,2024-11-21,22950.0,0.05,25,CE,NFO-OPT,NFO
10709762,41835,NIFTY24N2122950PE,NIFTY,0.0,2024-11-21,22950.0,0.05,25,PE,NFO-OPT,NFO
10703362,41810,NIFTY24N2122900CE,NIFTY,0.0,2024-11-21,22900.0,0.05,25,CE,NFO-OPT,NFO
10703618,41811,NIFTY24N2122900PE,NIFTY,0.0,2024-11-21,22900.0,0.05,25,PE,NFO-OPT,NFO
10702082,41805,NIFTY24N2122850CE,NIFTY,0.0,2024-11-21,22850.0,0.05,25,CE,NFO-OPT,NFO
10702338,41806,NIFTY24N2122850PE,NIFTY,0.0,2024-11-21,22850.0,0.05,25,PE,NFO-OPT,NFO
10686978,41746,NIFTY24N2122800CE,NIFTY,0.0,2024-11-21,22800.0,0.05,25,CE,NFO-OPT,NFO
10701570,41803,NIFTY24N2122800PE,NIFTY,0.0,2024-11-21,22800.0,0.05,25,PE,NFO-OPT,NFO
10642690,41573,NIFTY24N2122750CE,NIFTY,0.0,2024-11-21,22750.0,0.05,25,CE,NFO-OPT,NFO
10686722,41745,NIFTY24N2122750PE,NIFTY,0.0,2024-11-21,22750.0,0.05,25,PE,NFO-OPT,NFO
10641666,41569,NIFTY24N2122700CE,NIFTY,0.0,2024-11-21,22700.0,0.05,25,CE,NFO-OPT,NFO
10642434,41572,NIFTY24N2122700PE,NIFTY,0.0,2024-11-21,22700.0,0.05,25,PE,NFO-OPT,NFO
10639618,41561,NIFTY24N2122650CE,NIFTY,0.0,2024-11-21,22650.0,0.05,25,CE,NFO-OPT,NFO
10641410,41568,NIFTY24N2122650PE,NIFTY,0.0,2024-11-21,22650.0,0.05,25,PE,NFO-OPT,NFO
10638594,41557,NIFTY24N2122600CE,NIFTY,0.0,2024-11-21,22600.0,0.05,25,CE,NFO-OPT,NFO
10638850,41558,NIFTY24N2122600PE,NIFTY,0.0,2024-11-21,22600.0,0.05,25,PE,NFO-OPT,NFO
10602754,41417,NIFTY24N2122550CE,NIFTY,0.0,2024-11-21,22550.0,0.05,25,CE,NFO-OPT,NFO
10638338,41556,NIFTY24N2122550PE,NIFTY,0.0,2024-11-21,22550.0,0.05,25,PE,NFO-OPT,NFO
10590978,41371,NIFTY24N2122500CE,NIFTY,0.0,2024-11-21,22500.0,0.05,25,CE,NFO-OPT,NFO
10602498,41416,NIFTY24N2122500PE,NIFTY,0.0,2024-11-21,22500.0,0.05,25,PE,NFO-OPT,NFO
10569218,41286,NIFTY24N2122450CE,NIFTY,0.0,2024-11-21,22450.0,0.05,25,CE,NFO-OPT,NFO
10570242,41290,NIFTY24N2122450PE,NIFTY,0.0,2024-11-21,22450.0,0.05,25,PE,NFO-OPT,NFO
10561026,41254,NIFTY24N2122400CE,NIFTY,0.0,2024-11-21,22400.0,0.05,25,CE,NFO-OPT,NFO
10562818,41261,NIFTY24N2122400PE,NIFTY,0.0,2024-11-21,22400.0,0.05,25,PE,NFO-OPT,NFO
10551554,41217,NIFTY24N2122350CE,NIFTY,0.0,2024-11-21,22350.0,0.05,25,CE,NFO-OPT,NFO
10552066,41219,NIFTY24N2122350PE,NIFTY,0.0,2024-11-21,22350.0,0.05,25,PE,NFO-OPT,NFO
10551042,41215,NIFTY24N2122300CE,NIFTY,0.0,2024-11-21,22300.0,0.05,25,CE,NFO-OPT,NFO
10551298,41216,NIFTY24N2122300PE,NIFTY,0.0,2024-11-21,22300.0,0.05,25,PE,NFO-OPT,NFO
10549762,41210,NIFTY24N2122250CE,NIFTY,0.0,2024-11-21,22250.0,0.05,25,CE,NFO-OPT,NFO
10550018,41211,NIFTY24N2122250PE,NIFTY,0.0,2024-11-21,22250.0,0.05,25,PE,NFO-OPT,NFO
10998018,42961,NIFTY24NOV24150CE,NIFTY,0.0,2024-11-28,24150.0,0.05,25,CE,NFO-OPT,NFO
10998274,42962,NIFTY24NOV24150PE,NIFTY,0.0,2024-11-28,24150.0,0.05,25,PE,NFO-OPT,NFO
10996482,42955,NIFTY24NOV24100CE,NIFTY,0.0,2024-11-28,24100.0,0.05,25,CE,NFO-OPT,NFO
10996738,42956,NIFTY24NOV24100PE,NIFTY,0.0,2024-11-28,24100.0,0.05,25,PE,NFO-OPT,NFO
10998530,42963,NIFTY24NOV24200CE,NIFTY,0.0,2024-11-28,24200.0,0.05,25,CE,NFO-OPT,NFO
10998786,42964,NIFTY24NOV24200PE,NIFTY,0.0,2024-11-28,24200.0,0.05,25,PE,NFO-OPT,NFO
10995970,42953,NIFTY24NOV24050CE,NIFTY,0.0,2024-11-28,24050.0,0.05,25,CE,NFO-OPT,NFO
10996226,42954,NIFTY24NOV24050PE,NIFTY,0.0,2024-11-28,24050.0,0.05,25,PE,NFO-OPT,NFO
10999042,42965,NIFTY24NOV24250CE,NIFTY,0.0,2024-11-28,24250.0,0.05,25,CE,NFO-OPT,NFO
10999298,42966,NIFTY24NOV24250PE,NIFTY,0.0,2024-11-28,24250.0,0.05,25,PE,NFO-OPT,NFO
10994690,42948,NIFTY24NOV24000CE,NIFTY,0.0,2024-11-28,24000.0,0.05,25,CE,NFO-OPT,NFO
10994946,42949,NIFTY24NOV24000PE,NIFTY,0.0,2024-11-28,24000.0,0.05,25,PE,NFO-OPT,NFO
10999554,42967,NIFTY24NOV24300CE,NIFTY,0.0,2024-11-28,24300.0,0.05,25,CE,NFO-OPT,NFO
10999810,42968,NIFTY24NOV24300PE,NIFTY,0.0,2024-11-28,24300.0,0.05,25,PE,NFO-OPT,NFO
10993410,42943,NIFTY24NOV23950CE,NIFTY,0.0,2024-11-28,23950.0,0.05,25,CE,NFO-OPT,NFO
10993666,42944,NIFTY24NOV23950PE,NIFTY,0.0,2024-11-28,23950.0,0.05,25,PE,NFO-OPT,NFO
11001090,42973,NIFTY24NOV24350CE,NIFTY,0.0,2024-11-28,24350.0,0.05,25,CE,NFO-OPT,NFO
11675394,45607,NIFTY24NOV24350PE,NIFTY,0.0,2024-11-28,24350.0,0.05,25,PE,NFO-OPT,NFO
10992386,42939,NIFTY24NOV23900CE,NIFTY,0.0,2024-11-28,23900.0,0.05,25,CE,NFO-OPT,NFO
10992642,42940,NIFTY24NOV23900PE,NIFTY,0.0,2024-11-28,23900.0,0.05,25,PE,NFO-OPT,NFO
11683074,45637,NIFTY24NOV24400CE,NIFTY,0.0,2024-11-28,24400.0,0.05,25,CE,NFO-OPT,NFO
11683330,45638,NIFTY24NOV24400PE,NIFTY,0.0,2024-11-28,24400.0,0.05,25,PE,NFO-OPT,NFO
10991362,42935,NIFTY24NOV23850CE,NIFTY,0.0,2024-11-28,23850.0,0.05,25,CE,NFO-OPT,NFO
10991618,42936,NIFTY24NOV23850PE,NIFTY,0.0,2024-11-28,23850.0,0.05,25,PE,NFO-OPT,NFO
11711490,45748,NIFTY24NOV24450CE,NIFTY,0.0,2024-11-28,24450.0,0.05,25,CE,NFO-OPT,NFO
11711746,45749,NIFTY24NOV24450PE,NIFTY,0.0,2024-11-28,24450.0,0.05,25,PE,NFO-OPT,NFO
10990850,42933,NIFTY24NOV23800CE,NIFTY,0.0,2024-11-28,23800.0,0.05,25,CE,NFO-OPT,NFO
10991106,42934,NIFTY24NOV23800PE,NIFTY,0.0,2024-11-28,23800.0,0.05,25,PE,NFO-OPT,NFO
11822338,46181,NIFTY24NOV24500CE,NIFTY,0.0,2024-11-28,24500.0,0.05,25,CE,NFO-OPT,NFO
11822594,46182,NIFTY24NOV24500PE,NIFTY,0.0,2024-11-28,24500.0,0.05,25,PE,NFO-OPT,NFO
11823618,46186,NIFTY24NOV24550PE,NIFTY,0.0,2024-11-28,24550.0,0.05,25,PE,NFO-OPT,NFO
12356610,48268,NIFTY24NOV27950CE,NIFTY,0.0,2024-11-28,27950.0,0.05,25,CE,NFO-OPT,NFO
12358914,48277,NIFTY24NOV27950PE,NIFTY,0.0,2024-11-28,27950.0,0.05,25,PE,NFO-OPT,NFO
12351234,48247,NIFTY24NOV27900CE,NIFTY,0.0,2024-11-28,27900.0,0.05,25,CE,NFO-OPT,NFO
12351746,48249,NIFTY24NOV27900PE,NIFTY,0.0,2024-11-28,27900.0,0.05,25,PE,NFO-OPT,NFO
12349442,48240,NIFTY24NOV27850CE,NIFTY,0.0,2024-11-28,27850.0,0.05,25,CE,NFO-OPT,NFO
12349698,48241,NIFTY24NOV27850PE,NIFTY,0.0,2024-11-28,27850.0,0.05,25,PE,NFO-OPT,NFO
12348674,48237,NIFTY24NOV27800CE,NIFTY,0.0,2024-11-28,27800.0,0.05,25,CE,NFO-OPT,NFO
12348930,48238,NIFTY24NOV27800PE,NIFTY,0.0,2024-11-28,27800.0,0.05,25,PE,NFO-OPT,NFO
12348162,48235,NIFTY24NOV27750CE,NIFTY,0.0,2024-11-28,27750.0,0.05,25,CE,NFO-OPT,NFO
12348418,48236,NIFTY24NOV27750PE,NIFTY,0.0,2024-11-28,27750.0,0.05,25,PE,NFO-OPT,NFO
12347650,48233,NIFTY24NOV27700CE,NIFTY,0.0,2024-11-28,27700.0,0.05,25,CE,NFO-OPT,NFO
12347906,48234,NIFTY24NOV27700PE,NIFTY,0.0,2024-11-28,27700.0,0.05,25,PE,NFO-OPT,NFO
12347138,48231,NIFTY24NOV27650CE,NIFTY,0.0,2024-11-28,27650.0,0.05,25,CE,NFO-OPT,NFO
12347394,48232,NIFTY24NOV27650PE,NIFTY,0.0,2024-11-28,27650.0,0.05,25,PE,NFO-OPT,NFO
